order_id,datetime,is_weekend,is_festive_season,app,city,city_tier,category,items_ordered,order_amount_rupees,discount_rupees,final_amount_rupees,delivery_fee_rupees,payment_mode,delivery_slot,delivery_time_minutes,dark_store_id,order_status,cancel_return_reason,customer_rating,age_group,gender,user_type,customer_lifetime_orders,days_since_last_order,promo_code_used,estimated_delivery_distance_km
QC2015000080081,10-04-2015 23:15,0,0,Dunzo Daily,Ahmedabad,Tier 1,Dairy & Eggs,2,99,0,99,29,Cash on Delivery,60+ min,51.4,DS0415,Delivered,,3.8,25-34,Male,New User,0,,,0.41
QC2015000080082,03-02-2015 20:05,0,0,Dunzo Daily,Mumbai,Tier 1,Household,4,231.26,0,231.26,13,Cash on Delivery,20-30 min,19.5,DS0185,Delivered,,4,25-34,Male,New User,0,,No Promo,2.26
QC2015000080083,28-01-2015 10:15,0,0,Dunzo Daily,Hyderabad,Tier 1,Beauty & Skincare,3,182.15,27.32,154.83,11,Cash on Delivery,60+ min,61.2,DS0488,Delivered,,,35-44,Male,New User,0,,No Promo,1.69
QC2015000080084,13-03-2015 19:05,0,0,Dunzo Daily,Ahmedabad,Tier 1,Electronics,4,99,24.75,74.25,43,Cash on Delivery,60+ min,60.2,DS0428,Delivered,,4.9,45-54,Female,New User,0,,No Promo,1.37
QC2015000080085,15-08-2015 17:13,1,0,Dunzo Daily,Kolkata,Tier 1,Personal Care,4,218.25,0,218.25,35,Cash on Delivery,45-60 min,63.4,DS0337,Delivered,,4.5,25-34,Female,New User,0,,No Promo,
QC2015000080086,27-03-2015 10:15,0,0,Dunzo Daily,Mumbai,Tier 1,Dairy & Eggs,2,198.56,0,198.56,19,Wallet,20-30 min,34.6,DS0491,Delivered,,4.6,25-34,Female,New User,0,,No Promo,2.49
QC2015000080087,20-06-2015 18:01,1,0,Dunzo Daily,Bengaluru,Tier 1,Beauty & Skincare,5,192.69,38.54,154.15,19,Cash on Delivery,60+ min,91.9,DS0401,Delivered,,3.8,18-24,Male,Returning User,31,54,No Promo,0.74
QC2015000080088,10-02-2015 18:20,0,0,Dunzo Daily,Pune,Tier 1,Dairy & Eggs,2,362.2,0,362.2,46,Cash on Delivery,20-30 min,20,DS0358,Delivered,,3.7,25-34,Male,Returning User,32,55,No Promo,0.7
QC2015000080089,10-08-2015 14:57,0,0,Dunzo Daily,Hyderabad,Tier 1,Household,3,482.57,72.39,410.18,31,Cash on Delivery,60+ min,96.4,DS0419,Delivered,,4.3,25-34,Other,Returning User,16,31,No Promo,1.38
QC2015000080090,12-03-2015 16:39,0,0,Dunzo Daily,Bengaluru,Tier 1,Baby Products,1,362.21,18.11,344.1,17,Debit Card,20-30 min,22.1,DS0252,Delivered,,4.7,55+,Male,New User,0,,First Order Discount,2.28
QC2015000080091,02-05-2015 13:54,1,0,Dunzo Daily,Pune,Tier 1,Personal Care,2,264.06,0,264.06,20,Cash on Delivery,20-30 min,27.4,DS0174,Delivered,,3.7,18-24,Male,New User,0,,No Promo,1.19
QC2015000080092,20-03-2015 11:14,0,0,Dunzo Daily,Pune,Tier 1,Beauty & Skincare,6,141.46,7.07,134.39,15,Cash on Delivery,45-60 min,62,DS0205,Delivered,,,25-34,Female,Returning User,22,38,First Order Discount,0.73
QC2015000080093,09-04-2015 22:17,0,0,Dunzo Daily,Chennai,Tier 1,Personal Care,3,255.93,25.59,230.34,22,Cash on Delivery,20-30 min,,DS0033,Delivered,,4,45-54,Male,Returning User,33,37,No Promo,
QC2015000080094,23-10-2015 22:26,0,0,Dunzo Daily,Hyderabad,Tier 1,Dairy & Eggs,7,420.67,42.07,378.6,27,Cash on Delivery,10-20 min,13.2,DS0019,Delivered,,3.9,18-24,Male,Returning User,5,59,No Promo,0.39
QC2015000080095,24-01-2015 17:21,1,0,Dunzo Daily,Ahmedabad,Tier 1,Beauty & Skincare,4,121.34,30.34,91,31,Wallet,60+ min,80.5,DS0236,Cancelled,Changed my mind,2.5,45-54,Female,New User,0,,No Promo,1.56
QC2015000080096,20-03-2015 09:49,0,0,Dunzo Daily,Ahmedabad,Tier 1,Groceries & Staples,5,145.75,7.29,138.46,11,Cash on Delivery,45-60 min,32.6,DS0049,Delivered,,3.4,18-24,Male,New User,0,,No Promo,0.3
QC2015000080097,23-08-2015 21:45,1,0,Dunzo Daily,Bengaluru,Tier 1,Snacks & Beverages,1,149.83,22.47,127.36,37,Cash on Delivery,30-45 min,35.6,DS0030,Delivered,,4.1,18-24,Female,New User,0,,No Promo,3.33
QC2015000080098,07-07-2015 17:38,0,0,Dunzo Daily,Kolkata,Tier 1,Baby Products,4,187.96,37.59,150.37,42,Cash on Delivery,20-30 min,30.5,DS0469,Cancelled,Ordered by mistake,,35-44,Female,Returning User,31,49,No Promo,2.15
QC2015000080099,16-10-2015 22:09,0,0,Dunzo Daily,Chennai,Tier 1,Household,5,273.64,0,273.64,23,Cash on Delivery,20-30 min,29.1,DS0293,Delivered,,3.9,25-34,Female,Returning User,24,21,No Promo,1.32
QC2015000080100,29-12-2015 08:31,0,0,Dunzo Daily,Ahmedabad,Tier 1,Dairy & Eggs,2,410.07,0,410.07,39,Debit Card,10-20 min,17.5,DS0367,Delivered,,4,18-24,Male,Returning User,8,20,No Promo,2.05
QC2015000080101,22-04-2015 09:38,0,0,Dunzo Daily,Delhi,Tier 1,Snacks & Beverages,1,301.45,45.22,256.23,31,Cash on Delivery,20-30 min,26.1,DS0075,Delivered,,2.7,35-44,Male,Premium User,134,9,No Promo,1.3
QC2015000080102,21-07-2015 17:28,0,0,Dunzo Daily,Kolkata,Tier 1,Personal Care,3,174.57,0,174.57,41,Cash on Delivery,45-60 min,61.5,DS0408,Delivered,,4.4,35-44,Male,Returning User,31,57,,1.16
QC2015000080103,30-08-2015 07:02,1,0,Dunzo Daily,Chennai,Tier 1,Electronics,3,433.9,86.78,347.12,39,Cash on Delivery,60+ min,83.1,DS0477,Delivered,,4.1,18-24,Male,Returning User,15,18,No Promo,2.26
QC2015000080104,02-09-2015 15:52,0,0,Dunzo Daily,Hyderabad,Tier 1,Dairy & Eggs,3,249.91,62.48,187.43,25,Cash on Delivery,20-30 min,31.8,DS0193,Delivered,,3.5,25-34,Female,Returning User,30,53,,1.45
QC2015000080105,12-11-2015 11:15,0,1,Dunzo Daily,Mumbai,Tier 1,Dairy & Eggs,3,272.54,0,272.54,30,Cash on Delivery,45-60 min,64.1,DS0494,Cancelled,Item out of stock,,25-34,Male,Returning User,40,2,Referral,0.54
QC2015000080106,30-01-2015 19:59,0,0,Dunzo Daily,Chennai,Tier 1,Beauty & Skincare,3,488.42,24.42,464,16,Cash on Delivery,30-45 min,36,DS0420,Delivered,,,25-34,Female,New User,0,,No Promo,0.56
QC2015000080107,24-02-2015 15:58,0,0,Dunzo Daily,Ahmedabad,Tier 1,Dairy & Eggs,9,313.94,0,313.94,39,Cash on Delivery,45-60 min,55.2,DS0345,Delivered,,3.7,35-44,Female,New User,0,,No Promo,0.91
QC2015000080108,15-01-2015 11:36,0,0,Dunzo Daily,Pune,Tier 1,Snacks & Beverages,3,236.77,71.03,165.74,18,Cash on Delivery,60+ min,75,DS0093,Delivered,,,18-24,Female,New User,0,,No Promo,1.58
QC2015000080109,06-04-2015 19:28,0,0,Dunzo Daily,Pune,Tier 1,Personal Care,7,414.34,82.87,331.47,25,Cash on Delivery,45-60 min,56.2,DS0254,Delivered,,3.8,35-44,Female,New User,0,,No Promo,0.89
QC2015000080110,15-06-2015 09:10,0,0,Dunzo Daily,Mumbai,Tier 1,Snacks & Beverages,8,99,19.8,79.2,16,Cash on Delivery,20-30 min,27.2,DS0171,Delivered,,3.5,18-24,Female,Returning User,14,27,No Promo,1.34
QC2015000080111,28-09-2015 13:03,0,0,Dunzo Daily,Chennai,Tier 1,Dairy & Eggs,4,256.92,0,256.92,43,Cash on Delivery,20-30 min,36.6,DS0403,Delivered,,4.9,25-34,Male,Returning User,23,17,No Promo,2.19
QC2015000080112,31-12-2015 14:42,0,0,Dunzo Daily,Bengaluru,Tier 1,Fruits & Vegetables,4,99,0,99,49,Cash on Delivery,60+ min,59.2,DS0060,Delivered,,4.5,55+,Male,Returning User,39,55,Referral,0.66
QC2015000080113,07-08-2015 18:00,0,0,Dunzo Daily,Bengaluru,Tier 1,Electronics,4,487.6,0,487.6,11,Credit Card,20-30 min,24.9,DS0043,Delivered,,3.7,35-44,Female,New User,0,,No Promo,1.34
QC2015000080114,14-12-2015 13:53,0,0,Dunzo Daily,Mumbai,Tier 1,Snacks & Beverages,5,553.63,0,553.63,0,Cash on Delivery,20-30 min,19.4,DS0072,Delivered,,3.3,55+,Female,New User,0,,Referral,1.74
QC2015000080115,13-05-2015 21:14,0,0,Dunzo Daily,Kolkata,Tier 1,Snacks & Beverages,3,133.5,26.7,106.8,33,Cash on Delivery,20-30 min,28.9,DS0066,Delivered,,,18-24,Male,New User,0,,No Promo,1.49
QC2015000080116,19-08-2015 10:25,0,0,Dunzo Daily,Ahmedabad,Tier 1,Medicines,5,388.55,0,388.55,38,Cash on Delivery,20-30 min,24.1,DS0016,Delivered,,4,35-44,Male,New User,0,,No Promo,
QC2015000080117,15-02-2015 17:18,1,0,Dunzo Daily,Pune,Tier 1,Electronics,3,208.91,0,208.91,11,Cash on Delivery,30-45 min,41.3,DS0145,Delivered,,4.1,25-34,Female,New User,0,,No Promo,0.63
QC2015000080118,11-06-2015 21:41,0,0,Dunzo Daily,Kolkata,Tier 1,Medicines,4,237.65,59.41,178.24,36,Debit Card,30-45 min,35.9,DS0279,Delivered,,4.5,25-34,Male,Returning User,26,20,,1.65
QC2015000080119,10-07-2015 21:13,0,0,Dunzo Daily,Ahmedabad,Tier 1,Beauty & Skincare,3,99,0,99,18,Cash on Delivery,60+ min,102.2,DS0385,Cancelled,Delay in delivery,,25-34,Female,Returning User,19,41,No Promo,1.42
QC2015000080120,07-05-2015 16:51,0,0,Dunzo Daily,Bengaluru,Tier 1,Groceries & Staples,4,159.72,0,159.72,26,Cash on Delivery,30-45 min,33.8,DS0215,Delivered,,4.5,18-24,Female,Returning User,11,19,No Promo,1.27
QC2015000080121,16-09-2015 10:39,0,0,Dunzo Daily,Delhi,Tier 1,Household,6,184.75,0,184.75,42,Cash on Delivery,20-30 min,21.2,DS0298,Delivered,,3.2,18-24,Male,New User,0,,No Promo,1.34
QC2015000080122,09-10-2015 19:54,0,0,Dunzo Daily,Kolkata,Tier 1,Electronics,6,273.04,0,273.04,19,Cash on Delivery,30-45 min,37.2,DS0234,Delivered,,2.8,25-34,Female,Returning User,13,43,No Promo,
QC2015000080123,25-08-2015 14:29,0,0,Dunzo Daily,Chennai,Tier 1,Household,2,301.28,75.32,225.96,46,Cash on Delivery,20-30 min,29.2,DS0013,Delivered,,4,18-24,Male,Returning User,31,15,No Promo,1.53
QC2015000080124,15-05-2015 01:27,0,0,Dunzo Daily,Pune,Tier 1,Beauty & Skincare,2,194.67,0,194.67,45,Cash on Delivery,30-45 min,33.2,DS0436,Delivered,,3.4,25-34,Female,New User,0,,No Promo,1.28
QC2015000080125,25-02-2015 17:13,0,0,Dunzo Daily,Pune,Tier 1,Snacks & Beverages,2,185.48,37.1,148.38,11,Debit Card,10-20 min,13.8,DS0121,Delivered,,3.1,18-24,Female,Returning User,38,39,First Order Discount,1.32
QC2015000080126,17-12-2015 16:33,0,0,Dunzo Daily,Hyderabad,Tier 1,Personal Care,3,234.29,0,234.29,11,Cash on Delivery,60+ min,79.6,DS0040,Delivered,,4.3,35-44,Female,Returning User,31,3,No Promo,0.72
QC2015000080127,04-10-2015 20:54,1,0,Dunzo Daily,Chennai,Tier 1,Fruits & Vegetables,3,177.39,0,177.39,26,Cash on Delivery,45-60 min,47.3,DS0070,Delivered,,3.4,35-44,Male,New User,0,,No Promo,1.84
QC2015000080128,01-01-2015 14:16,0,0,Dunzo Daily,Chennai,Tier 1,Dairy & Eggs,1,385.18,0,385.18,31,Wallet,20-30 min,23.1,DS0487,Delivered,,3.8,35-44,Female,Returning User,11,48,Referral,0.63
QC2015000080129,26-09-2015 11:20,1,0,Dunzo Daily,Mumbai,Tier 1,Household,2,167.88,25.18,142.7,18,Cash on Delivery,45-60 min,52.2,DS0401,Cancelled,Wrong address,3.5,35-44,Male,New User,0,,No Promo,1.54
QC2015000080130,02-06-2015 15:26,0,0,Dunzo Daily,Kolkata,Tier 1,Snacks & Beverages,2,434.21,65.13,369.08,14,Cash on Delivery,30-45 min,34.5,DS0194,Delivered,,4.1,25-34,Male,New User,0,,No Promo,1.9
QC2015000080131,30-05-2015 09:37,1,0,Dunzo Daily,Bengaluru,Tier 1,Medicines,5,390.19,19.51,370.68,17,Cash on Delivery,45-60 min,55.1,DS0438,Delivered,,4.6,18-24,Male,Returning User,6,58,No Promo,0.3
QC2015000080132,30-10-2015 19:35,0,0,Dunzo Daily,Hyderabad,Tier 1,Personal Care,4,225.38,0,225.38,43,Cash on Delivery,45-60 min,49.8,DS0215,Delivered,,3.7,25-34,Male,New User,0,,No Promo,1.13
QC2015000080133,10-05-2015 10:05,1,0,Dunzo Daily,Hyderabad,Tier 1,Household,3,219.92,0,219.92,44,Cash on Delivery,60+ min,92.9,DS0475,Delivered,,3.8,45-54,Female,New User,0,,No Promo,0.99
QC2015000080134,29-01-2015 21:26,0,0,Dunzo Daily,Chennai,Tier 1,Groceries & Staples,4,168.62,0,168.62,24,Cash on Delivery,20-30 min,18.2,DS0300,Delivered,,3.5,35-44,Female,Returning User,31,6,No Promo,1.24
QC2015000080135,11-03-2015 20:48,0,0,Dunzo Daily,Delhi,Tier 1,Groceries & Staples,4,249.62,0,249.62,33,Debit Card,60+ min,62.3,DS0190,Delivered,,3.6,35-44,Male,Returning User,30,54,No Promo,1.56
QC2015000080136,04-04-2015 17:39,1,0,Dunzo Daily,Pune,Tier 1,Fruits & Vegetables,3,236.16,70.85,165.31,17,Cash on Delivery,45-60 min,50.4,DS0314,Delivered,,4.3,35-44,Male,New User,0,,No Promo,1.75
QC2015000080137,30-04-2015 07:06,0,0,Dunzo Daily,Hyderabad,Tier 1,Snacks & Beverages,4,207.17,0,207.17,42,Cash on Delivery,30-45 min,33.8,DS0349,Delivered,,3,45-54,Male,Premium User,158,12,No Promo,0.94
QC2015000080138,07-07-2015 09:28,0,0,Dunzo Daily,Ahmedabad,Tier 1,Personal Care,5,263.28,26.33,236.95,12,Cash on Delivery,20-30 min,29.8,DS0033,Delivered,,,35-44,Male,New User,0,,No Promo,2.17
QC2015000080139,17-09-2015 10:18,0,0,Dunzo Daily,Ahmedabad,Tier 1,Electronics,1,178.05,0,178.05,42,Cash on Delivery,30-45 min,53.2,DS0295,Delivered,,4.8,55+,Female,Returning User,7,47,First Order Discount,1.45
QC2015000080140,14-02-2015 19:47,1,0,Dunzo Daily,Ahmedabad,Tier 1,Electronics,4,131.18,0,131.18,24,Cash on Delivery,45-60 min,66,DS0208,Delivered,,4.6,25-34,Female,New User,0,,No Promo,1.65
QC2015000080141,04-02-2015 13:30,0,0,Dunzo Daily,Mumbai,Tier 1,Beauty & Skincare,7,390.47,0,390.47,36,Cash on Delivery,20-30 min,21.9,DS0231,Delivered,,2.6,25-34,Male,New User,0,,No Promo,1.93
QC2015000080142,20-05-2015 16:45,0,0,Dunzo Daily,Kolkata,Tier 1,Groceries & Staples,3,151.83,0,151.83,45,Cash on Delivery,30-45 min,37.8,DS0262,Returned,Delay in delivery,3.2,55+,Male,Returning User,32,33,No Promo,1.66
QC2015000080143,14-09-2015 13:30,0,0,Dunzo Daily,Chennai,Tier 1,Personal Care,4,269.01,26.9,242.11,17,Cash on Delivery,45-60 min,64.4,DS0280,Delivered,,4.2,18-24,Male,New User,0,,No Promo,3
QC2015000080144,18-11-2015 09:24,0,0,Dunzo Daily,Hyderabad,Tier 1,Medicines,1,110.91,0,110.91,16,Cash on Delivery,45-60 min,50.6,DS0169,Delivered,,3.8,18-24,Male,New User,0,,First Order Discount,1.18
QC2015000080145,19-09-2015 13:14,1,0,Dunzo Daily,Ahmedabad,Tier 1,Snacks & Beverages,1,278.93,27.89,251.04,37,Cash on Delivery,20-30 min,26,DS0186,Delivered,,4.5,18-24,Male,Returning User,40,22,No Promo,1.46
QC2015000080146,18-08-2015 17:33,0,0,Dunzo Daily,Delhi,Tier 1,Medicines,4,156.74,0,156.74,26,Cash on Delivery,45-60 min,53.7,DS0275,Delivered,,3.6,25-34,Male,Premium User,158,14,No Promo,0.68
QC2015000080147,27-07-2015 13:53,0,0,Dunzo Daily,Ahmedabad,Tier 1,Household,4,422.74,0,422.74,15,Cash on Delivery,30-45 min,26.1,DS0049,Delivered,,3.6,45-54,Male,Returning User,35,44,No Promo,0.74
QC2015000080148,05-08-2015 17:46,0,0,Dunzo Daily,Mumbai,Tier 1,Snacks & Beverages,1,201.77,40.35,161.42,35,Cash on Delivery,30-45 min,43.6,DS0336,Delivered,,4.3,18-24,Female,Returning User,33,47,No Promo,0.94
QC2015000080149,16-04-2015 07:05,0,0,Dunzo Daily,Pune,Tier 1,Beauty & Skincare,6,148.91,0,148.91,23,Cash on Delivery,45-60 min,60.2,DS0115,Delivered,,,18-24,Female,Returning User,37,1,No Promo,1.62
QC2015000080150,15-02-2015 12:56,1,0,Dunzo Daily,Hyderabad,Tier 1,Groceries & Staples,1,509.92,76.49,433.43,23,Wallet,20-30 min,28,DS0109,Delivered,,3.4,45-54,Male,New User,0,,No Promo,2.1
QC2015000080151,14-04-2015 10:01,0,0,Dunzo Daily,Bengaluru,Tier 1,Snacks & Beverages,1,330.65,0,330.65,24,Debit Card,45-60 min,52.8,DS0072,Delivered,,5,25-34,Male,New User,0,,No Promo,0.95
QC2015000080152,12-06-2015 17:12,0,0,Dunzo Daily,Bengaluru,Tier 1,Snacks & Beverages,5,724.07,0,724.07,0,Cash on Delivery,20-30 min,21.1,DS0038,Delivered,,3.2,25-34,Male,New User,0,,No Promo,1.31
QC2015000080153,31-07-2015 12:30,0,0,Dunzo Daily,Chennai,Tier 1,Personal Care,5,159.03,0,159.03,40,Credit Card,20-30 min,23.4,DS0426,Cancelled,Wrong address,,25-34,Male,New User,0,,No Promo,0.82
QC2015000080154,17-05-2015 10:41,1,0,Dunzo Daily,Chennai,Tier 1,Baby Products,2,99,24.75,74.25,18,Cash on Delivery,20-30 min,27.1,DS0426,Delivered,,3.5,35-44,Female,Premium User,148,6,No Promo,0.81
QC2015000080155,25-03-2015 09:20,0,0,Dunzo Daily,Kolkata,Tier 1,Electronics,5,261.14,0,261.14,27,Cash on Delivery,20-30 min,30.1,DS0275,Delivered,,3.8,35-44,Female,Returning User,34,48,No Promo,1.04
QC2015000080156,30-12-2015 19:42,0,0,Dunzo Daily,Chennai,Tier 1,Beauty & Skincare,2,327.96,0,327.96,28,Buy Now Pay Later,30-45 min,47.7,DS0121,Delivered,,5,35-44,Male,New User,0,,First Order Discount,1.81
QC2015000080157,05-10-2015 09:43,0,0,Dunzo Daily,Mumbai,Tier 1,Electronics,1,287.8,0,287.8,31,Cash on Delivery,20-30 min,25.6,DS0367,Delivered,,5,35-44,Female,Returning User,15,31,No Promo,1.15
QC2015000080158,09-04-2015 17:39,0,0,Dunzo Daily,Pune,Tier 1,Personal Care,3,301.02,0,301.02,42,Wallet,30-45 min,39.6,DS0016,Delivered,,4.4,18-24,Female,Premium User,194,5,No Promo,1.15
QC2015000080159,01-05-2015 20:44,0,0,Dunzo Daily,Delhi,Tier 1,Household,6,277.39,0,277.39,22,Cash on Delivery,30-45 min,35.4,DS0267,Delivered,,2.4,35-44,Female,New User,0,,No Promo,1.24
QC2015000080160,14-11-2015 06:35,1,0,Dunzo Daily,Pune,Tier 1,Electronics,4,122.97,18.45,104.52,32,Debit Card,60+ min,54.8,DS0160,Cancelled,Ordered by mistake,,45-54,Female,New User,0,,No Promo,1.53
QC2015000080161,24-06-2015 20:36,0,0,Dunzo Daily,Delhi,Tier 1,Fruits & Vegetables,1,201.44,30.22,171.22,37,Cash on Delivery,20-30 min,26.6,DS0469,Cancelled,Item out of stock,2.8,18-24,Female,Returning User,34,37,No Promo,1.87
QC2015000080162,17-10-2015 07:38,1,0,Dunzo Daily,Ahmedabad,Tier 1,Beauty & Skincare,6,320.3,48.04,272.26,41,Cash on Delivery,20-30 min,24.3,DS0416,Delivered,,4.7,25-34,Female,Returning User,6,1,No Promo,0.99
QC2015000080163,09-04-2015 09:32,0,0,Dunzo Daily,Kolkata,Tier 1,Snacks & Beverages,2,381.62,0,381.62,48,Debit Card,10-20 min,11.5,DS0022,Delivered,,3.5,35-44,Male,Returning User,21,34,,1.33
QC2015000080164,17-01-2015 10:47,1,0,Dunzo Daily,Mumbai,Tier 1,Beauty & Skincare,3,249.91,74.97,174.94,40,Cash on Delivery,45-60 min,,DS0168,Delivered,,3.6,35-44,Male,Returning User,23,21,No Promo,1.33
QC2015000080165,22-04-2015 19:14,0,0,Dunzo Daily,Kolkata,Tier 1,Groceries & Staples,3,190.22,57.07,133.15,29,Cash on Delivery,30-45 min,41.1,DS0048,Delivered,,3.7,25-34,Female,Returning User,26,47,No Promo,0.81
QC2015000080166,10-06-2015 19:52,0,0,Dunzo Daily,Kolkata,Tier 1,Dairy & Eggs,4,391.7,39.17,352.53,21,Wallet,20-30 min,24.1,DS0294,Delivered,,,35-44,Male,New User,0,,No Promo,1.68
QC2015000080167,03-08-2015 20:49,0,0,Dunzo Daily,Hyderabad,Tier 1,Snacks & Beverages,4,157.63,31.53,126.1,11,Cash on Delivery,45-60 min,42.4,DS0179,Delivered,,4,25-34,Female,Returning User,36,20,No Promo,1.44
QC2015000080168,04-08-2015 13:39,0,0,Dunzo Daily,Hyderabad,Tier 1,Fruits & Vegetables,2,237.28,0,237.28,41,Buy Now Pay Later,45-60 min,71.1,DS0149,Cancelled,Wrong address,2.4,18-24,Female,New User,0,,No Promo,0.54
QC2015000080169,25-12-2015 14:33,0,0,Dunzo Daily,Ahmedabad,Tier 1,Dairy & Eggs,4,311.06,77.76,233.3,32,Cash on Delivery,45-60 min,56.6,DS0075,Delivered,,4.9,25-34,Male,New User,0,,Referral,1.53
QC2015000080170,02-10-2015 13:12,0,0,Dunzo Daily,Kolkata,Tier 1,Snacks & Beverages,2,286.33,0,286.33,13,Cash on Delivery,30-45 min,41,DS0484,Delivered,,3.6,18-24,Male,New User,0,,No Promo,1.37
QC2015000080171,19-09-2015 09:40,1,0,Dunzo Daily,Kolkata,Tier 1,Dairy & Eggs,4,481.72,0,481.72,25,Cash on Delivery,Under 10 min,8.5,DS0159,Delivered,,3,35-44,Male,Returning User,10,6,First Order Discount,0.86
QC2015000080172,06-06-2015 20:41,1,0,Dunzo Daily,Hyderabad,Tier 1,Dairy & Eggs,4,292.78,0,292.78,28,Cash on Delivery,Under 10 min,11.9,DS0404,Delivered,,,35-44,Female,Premium User,149,14,No Promo,1.01
QC2015000080173,23-03-2015 11:42,0,0,Dunzo Daily,Delhi,Tier 1,Fruits & Vegetables,1,224.45,44.89,179.56,23,Cash on Delivery,20-30 min,23.9,DS0210,Delivered,,3.3,18-24,Female,Returning User,38,57,No Promo,0.3
QC2015000080174,10-12-2015 22:50,0,0,Dunzo Daily,Pune,Tier 1,Groceries & Staples,4,233.73,23.37,210.36,41,Cash on Delivery,45-60 min,71,DS0136,Delivered,,4.8,45-54,Male,Returning User,19,4,First Order Discount,0.85
QC2015000080175,01-06-2015 07:06,0,0,Dunzo Daily,Bengaluru,Tier 1,Electronics,4,166.24,0,166.24,41,Cash on Delivery,10-20 min,17.3,DS0252,Delivered,,3.3,18-24,Female,New User,0,,No Promo,1.3
QC2015000080176,21-12-2015 15:14,0,0,Dunzo Daily,Bengaluru,Tier 1,Household,4,404.51,121.35,283.16,13,Cash on Delivery,45-60 min,54.5,DS0232,Delivered,,4.4,18-24,Male,Returning User,,9,No Promo,1.63
QC2015000080177,22-02-2015 10:00,1,0,Dunzo Daily,Delhi,Tier 1,Electronics,3,127.19,0,127.19,19,Cash on Delivery,30-45 min,37.6,DS0208,Delivered,,3.4,25-34,Female,Returning User,30,37,No Promo,1.39
QC2015000080178,14-06-2015 07:54,1,0,Dunzo Daily,Chennai,Tier 1,Household,5,305.51,0,305.51,11,Cash on Delivery,45-60 min,50,DS0080,Delivered,,,25-34,Male,New User,0,,No Promo,0.3
QC2015000080179,15-07-2015 18:19,0,0,Dunzo Daily,Ahmedabad,Tier 1,Baby Products,1,260.3,0,260.3,40,Cash on Delivery,60+ min,53.5,DS0142,Delivered,,3.3,45-54,Male,Returning User,29,46,No Promo,2.13
QC2015000080180,03-12-2015 13:11,0,0,Dunzo Daily,Ahmedabad,Tier 1,Fruits & Vegetables,7,184.54,36.91,147.63,26,Cash on Delivery,30-45 min,40.3,DS0372,Delivered,,,25-34,Male,Premium User,197,1,No Promo,0.93
QC2015000080181,27-06-2015 06:51,1,0,Dunzo Daily,Bengaluru,Tier 1,Snacks & Beverages,1,481.51,0,481.51,19,Cash on Delivery,45-60 min,47.8,DS0112,Delivered,,3.9,18-24,Female,Returning User,10,22,No Promo,2.55
QC2015000080182,01-02-2015 10:54,1,0,Dunzo Daily,Mumbai,Tier 1,Groceries & Staples,1,305.18,0,305.18,28,Cash on Delivery,20-30 min,24.4,DS0124,Delivered,,5,25-34,Male,Returning User,16,53,No Promo,1.88
QC2015000080183,28-02-2015 21:08,1,0,Dunzo Daily,Pune,Tier 1,Beauty & Skincare,2,317.27,63.45,253.82,41,Cash on Delivery,10-20 min,12.5,DS0180,Delivered,,4.5,25-34,Male,Premium User,69,6,Referral,1.73
QC2015000080184,29-07-2015 14:53,0,0,Dunzo Daily,Hyderabad,Tier 1,Household,3,178.64,26.8,151.84,33,Cash on Delivery,60+ min,63.9,DS0143,Delivered,,,25-34,Male,Returning User,36,15,No Promo,1.72
QC2015000080185,12-07-2015 10:38,1,0,Dunzo Daily,Chennai,Tier 1,Baby Products,2,313.4,94.02,219.38,49,Cash on Delivery,45-60 min,51.8,DS0312,Returned,Changed my mind,3,35-44,Female,New User,0,,No Promo,0.94
QC2015000080186,18-11-2015 16:44,0,0,Dunzo Daily,Mumbai,Tier 1,Electronics,2,134.94,0,134.94,46,Cash on Delivery,30-45 min,33.7,DS0427,Delivered,,4.1,25-34,Female,Returning User,28,17,No Promo,0.34
QC2015000080187,24-06-2015 12:19,0,0,Dunzo Daily,Delhi,Tier 1,Personal Care,4,260.34,13.02,247.32,17,Cash on Delivery,45-60 min,61.3,DS0407,Cancelled,Delay in delivery,,25-34,Male,Returning User,22,49,No Promo,1.04
QC2015000080188,22-05-2015 19:24,0,0,Dunzo Daily,Kolkata,Tier 1,Medicines,4,353.19,0,353.19,42,Cash on Delivery,20-30 min,29.4,DS0246,Delivered,,4.2,35-44,Male,Returning User,11,18,Referral,1.38
QC2015000080189,29-12-2015 22:18,0,0,Dunzo Daily,Mumbai,Tier 1,Fruits & Vegetables,3,212.44,63.73,148.71,22,Cash on Delivery,20-30 min,19.7,DS0116,Delivered,,4,25-34,Male,Premium User,198,4,No Promo,0.39
QC2015000080190,24-06-2015 11:32,0,0,Dunzo Daily,Chennai,Tier 1,Fruits & Vegetables,3,304.12,45.62,258.5,43,Wallet,30-45 min,41.2,DS0112,Delivered,,5,25-34,Male,Returning User,26,31,No Promo,0.39
QC2015000080191,13-02-2015 12:14,0,0,Dunzo Daily,Pune,Tier 1,Electronics,1,154.5,0,154.5,34,Cash on Delivery,30-45 min,44.1,DS0443,Delivered,,3.9,25-34,Male,New User,0,,Referral,1.22
QC2015000080192,04-01-2015 09:03,1,0,Dunzo Daily,Kolkata,Tier 1,Medicines,3,554.91,166.47,388.44,49,Cash on Delivery,20-30 min,33.6,DS0097,Delivered,,3.9,18-24,Male,New User,0,,,0.87
